country,year,reporting_level,welfare_type,ppp_version,survey_year,survey_comparability,headcount_ratio_international_povline,headcount_ratio_lower_mid_income_povline,headcount_ratio_upper_mid_income_povline,headcount_ratio_100,headcount_ratio_1000,headcount_ratio_2000,headcount_ratio_3000,headcount_ratio_4000,headcount_ratio_40_median,headcount_ratio_50_median,headcount_ratio_60_median,headcount_international_povline,headcount_lower_mid_income_povline,headcount_upper_mid_income_povline,headcount_100,headcount_1000,headcount_2000,headcount_3000,headcount_4000,headcount_40_median,headcount_50_median,headcount_60_median
Italy,2015,national,income,2017,2015,1,1.9488664076009896,2.555969986,3.868430381,1.340068058,5.603654924,16.48341782404059,33.75363098296466,50.799834895118266,10.74906808674186,16.07584525105592,22.750431807277348,1183558,1552255,2349320,813831,3403132,10010476,20498777,30851035,6527972,9762954,13816470
Italy,2016,national,income,2017,2016,1,1.629945493,2.251506357,3.404904841,1.152313088,4.963226535,15.511249148018871,32.48506561918475,49.52701482868378,10.12437295670259,15.69852844144202,22.32907662028022,988195,1365032,2064309,698619,3009080,9404082,19694883,30026990,6138154,9517625,13537560
Italy,2017,national,income,2017,2017,1,1.421634253,1.827158737,3.327755924,1.059629005,4.928961898,15.483397325949138,32.05264427193034,49.24496927690857,10.70509533621902,16.04523150029893,22.626579889163008,860611,1106102,2014514,641465,2983831,9373139,19403616,29811284,6480512,9713255,13697387
Italy,2018,national,income,2017,2018,1,1.457646871,2.103182609,3.195383432,0.968618845,4.658382537600899,14.80068871277645,31.06241488759679,48.73877992777971,10.16871040499312,15.23109279882419,21.54270576738065,880736,1270780,1930707,585257,2814677,8942837,18768458,29448829,6144114,9202894,13016482
Jamaica,1988,national,consumption,2017,1988,0,4.6355395507812505,17.02319824,45.77721191,0.6141271972656199,66.44389842606637,90.94496414,96.22188921,97.98078126364526,10.72562988281249,17.48697266,24.54122558593749,110762,406755,1093808,14674,1587620,2173053,2299140,2341167,256280,417836,586392
Jamaica,1990,national,consumption,2017,1990,1,2.880487467,16.56280293588145,49.45298435119789,0.138484974,69.97645755435535,91.71859853205927,96.63481512,98.3658773,7.422794627,13.391497022573052,21.45132253150533,69705,400803,1196713,3351,1693361,2219499,2338467,2380357,179624,324061,519101
Jamaica,1993,national,consumption,2017,1993,0,7.418186035156241,26.2010498,64.40103099707628,0.833809814,83.82417927550613,97.21877423552864,99.17723953273214,99.77683316974942,7.918574218749989,14.26496093749999,21.46566895,184311,650987,1600097,20717,2082681,2415481,2464141,2479038,196744,354425,533332
Jamaica,1996,national,consumption,2017,1996,1,2.562860812,11.42205703442993,42.81177725344138,0.24775488,67.15868395,90.90567089440351,96.02024654055012,97.91434997786897,6.554305118332191,12.71811198323799,21.42679434423114,65574,292248,1095395,6339,1718343,2325941,2456804,2505267,167700,325410,548233
Jamaica,1999,national,consumption,2017,1999,1,2.314703246,8.532733416,30.42935100111144,0.193293713,51.97379685990983,82.94115275924655,91.50787559,95.43485597351622,9.510429304,15.29923099996009,23.14476447730945,60939,224639,801107,5089,1368302,2183573,2409107,2512492,250379,402779,609327
Jamaica,2002,national,consumption,2017,2002,1,2.128691256,8.890161492,33.33802298975103,0.322072304,52.52054924644379,79.88676329999728,89.68065278,93.69826479204184,9.863051852,16.98755940742385,25.04271517524106,57322,239398,897741,8673,1414296,2151225,2414959,2523147,265597,457448,674361
Jamaica,2004,national,consumption,2017,2004,1,1.177245927,7.235369193433621,29.065623218931343,0,50.24179903,80.14837471821035,90.27493007411168,94.46712048,8.694334235,15.65007065926288,22.286589108707112,32080,197165,792043,0,1369098,2184057,2460007,2574245,236922,426467,607313
Japan,2008,national,income,2017,2008,0,0.479825608,0.983725083,2.2203061465420704,0.2457605362586599,4.42436968,18.72787363961201,37.99869385049573,56.498605135325406,9.998244145,15.73460155174728,21.99574485602233,614479,1259788,2843391,314728,5665981,23983477,48662267,72353809,12804051,20150203,28168411
Japan,2010,national,income,2017,2010,0,0,0.2428056502604799,0.4829802882335899,0,0.919889521,6.483457414,24.45809591766281,44.48124858299623,3.982779839,8.745992931,15.48790642418901,0,310961,618553,0,1178103,8303364,31323483,56967135,5100746,11200993,19835362
Japan,2013,national,income,2017,2013,0,0.727887887,0.943403506,1.446736845,0.1906989352386099,2.486435666,8.451304983,25.227103785873474,47.96152638,5.224387461,9.103667513,16.48884003968502,927657,1202321,1843794,243036,3168838,10770766,32150682,61124567,6658221,11602169,21014202
Jordan,1986,national,consumption,2017,1986.5,0,0,0.058818359,13.75236816,0,32.380945203962554,73.62142730121161,88.67504132519075,94.27320081491776,4.6965625,12.605136718749993,20.56590516,0,1774,414674,0,976381,2219902,2673813,2842614,141615,380082,620123
Jordan,1992,national,consumption,2017,1992,0,0.6385363769531199,6.868979492187489,32.498618164062506,0.052716064,53.71019531,85.2414886,93.54419002332146,96.48121919698512,7.454799804687499,14.67991699,22.44203613281249,25399,273225,1292687,2097,2136413,3390623,3720876,3837702,296527,583918,892669
Jordan,1997,national,consumption,2017,1997,0,0.4066491699218699,4.220583496,31.42461426,0.052716064,56.79795654296876,89.90694140161139,96.12060906,98.00975320649046,3.988696289,9.968945312,17.853110351562503,19717,204637,1523634,2556,2753869,4359170,4660442,4752038,193393,483348,865614
Jordan,2002,national,consumption,2017,2002.5,1,0.195180505,2.6836870624375098,22.75209225524244,0.009323459,46.93006340421252,83.98213388056958,92.98215168000172,96.56814696484206,4.478162621,10.50060492198827,18.31489774,10379,142705,1209846,496,2495513,4465762,4944339,5135025,238127,558371,973897
Jordan,2006,national,consumption,2017,2006.14,2,0.090887451,0.865694029,13.535391614681618,0,36.12817499375644,80.91276973185836,92.39801917493436,96.37127299984996,3.292201439,8.567658845577029,15.07586887886529,5446,51868,810979,0,2164637,4847927,5536071,5774130,197254,513335,903278
Jordan,2008,national,consumption,2017,2008.16,3,0.010805057,0.563696155,12.01138844540696,0,34.99141702476602,80.88722452526586,92.01684740062936,96.40837308474684,2.689371237,6.802499604,14.67613015429401,708,36959,787523,0,2294203,5303349,6033060,6320989,176328,446004,962237
Jordan,2010,national,consumption,2017,2010.24,3,0.040854883,0.380678479,8.178718915925499,0,28.21054521455098,75.72898846381507,89.98257209004485,95.00801859946952,2.71935419,7.474041939,14.91502168008973,2967,27643,593901,0,2048520,5499092,6534121,6899046,197467,542731,1083060
Kazakhstan,1993,national,income,2017,1993,0,8.435302842,29.06717045,70.20172051895054,0,87.83077478,98.68914437596408,99.999,99.999,7.020133384,13.31619901158145,20.24492861209107,1381759,4761398,11499514,0,14387271,16165945,16380508,16380508,1149945,2181283,3316255
Kazakhstan,1996,national,consumption,2017,1996,1,7.940509201,29.266448197630453,65.58797580035292,0.86022183,84.64204688681623,98.27325434837408,99.73846736,99.87396017141415,6.903831611,12.82770355432316,20.07814469372321,1236991,4559194,10217444,134007,13185730,15309231,15537485,15558592,1075495,1998329,3127819
Kazakhstan,2001,national,consumption,2017,2001,2,12.81441939,37.60606430014733,74.45077492536102,1.125088862,89.48687590068705,98.70901033286624,99.71684105681322,99.90329082143757,7.867761022,14.14329195746883,21.61950685955262,1904009,5587635,11062146,167169,13296260,14666515,14816262,14843966,1169018,2101458,3212299
Kazakhstan,2002,national,consumption,2017,2002,2,8.887372077,33.39381313,72.29520215539596,0.423928213,88.18752516846591,98.55810481400589,99.65154934164528,99.87546688,5.819049251,11.96697378140779,19.43594357819813,1320570,4961969,10742306,62991,13103739,14644698,14807172,14840444,864650,1778166,2887977
Kazakhstan,2003,national,consumption,2017,2003,2,6.1678131877071305,27.96178504887188,67.57898320482408,0.2349547464589599,85.79707831127136,98.40091443305168,99.65927295,99.87270815,5.378450759,11.671168275979907,19.17153023214304,919560,4168828,10075363,35029,12791503,14670611,14858220,14890041,801874,1740057,2858287
Kazakhstan,2004,national,consumption,2017,2004,2,3.3167065901499195,21.59694752926251,64.32374951635987,0.070888432,84.89908004075325,98.32113121,99.61769095740664,99.84246412,3.845259846,9.129412947,16.65134718423095,497937,3242346,9656914,10642,12745885,14760936,14955588,14989333,577288,1370597,2499864
Kazakhstan,2005,national,consumption,2017,2005,3,8.661421346861129,28.44194289194597,61.45545015009755,0.546865955,78.84994144432295,95.74740518,98.84287316960324,99.57928525399544,9.390156959,16.40085532412765,24.13314787931233,1311948,4308109,9308675,82834,11943423,14502887,14971759,15083303,1422330,2484242,3655455
Kazakhstan,2006,national,consumption,2017,2006,3,1.011472318,8.417467547,50.76736181,0.012768225,76.77142256090877,96.85290798503569,99.18392468873932,99.61110441,2.6749379825650803,6.388793536,12.42752670697284,154837,1288553,7771511,1955,11752235,14826325,15183159,15248553,409482,978002,1902416
Kazakhstan,2007,national,consumption,2017,2007,3,0.385548613,4.464500171,37.95595200328492,0,67.75335886665576,95.13555115479296,98.77567608,99.44144957395986,2.358036948,6.436902143,13.278875512331153,59699,691292,5877172,0,10491060,14730971,15294615,15397705,365123,996702,2056127
Kazakhstan,2008,national,consumption,2017,2008,3,0.242865191,3.368065079,36.67193992537272,0,67.37717367028857,95.54602476686696,98.87899389425768,99.55437424,1.749942631,5.244572102,11.05274573533884,38317,531378,5785709,0,10630055,15074237,15600078,15706632,276087,827433,1743785
Kazakhstan,2009,national,consumption,2017,2009,3,0.244165317,3.9922897190087903,37.56747313443357,0,67.65459123432011,95.89160349,99.12713018,99.69603649574232,2.080470491,5.800774134,11.979060435322909,39293,642472,6045667,0,10887533,15431665,15952353,16043906,334806,933508,1927769
Kazakhstan,2010,national,consumption,2017,2010,3,0.195122904,2.865972314,32.04460952993239,0.001686974,63.48534548802148,94.76793452186482,98.86153726359986,99.6331689,1.982392137,5.055255885852071,10.84090853416429,31848,467780,5230280,275,10361997,15467901,16136054,16261998,323564,825112,1769439
Kazakhstan,2011,national,consumption,2017,2011,3,0.071094771,1.066547764,19.168258926623512,0,49.625803955595984,90.42761932443425,97.90126503444554,99.30321189643668,1.734606066,4.871506,11.731206433198013,11771,176590,3173727,0,8216645,14972284,16209710,16441833,287202,806585,1942360
Kazakhstan,2012,national,consumption,2017,2012,3,0.038424108,0.904915533,18.99745013593963,0,48.26995793560938,90.05150738772927,97.68245120085264,99.25391297883172,1.553122619,5.099206298,12.59739843968016,6452,151954,3190069,0,8105535,15121530,16402925,16666806,260802,856263,2115366
Kazakhstan,2013,national,consumption,2017,2013,3,0.033109629,0.449400674,13.72561746746358,0,43.32613704129546,89.15766708549508,97.45293736000946,99.15172085652996,1.261293497,4.330484733,10.67057550467692,5640,76558,2338235,0,7380846,15188500,16601645,16891042,214868,737722,1817791
Kazakhstan,2014,national,consumption,2017,2014,3,0.019275259,0.507179696,14.81978009489899,0,45.12631028086225,90.17158606500084,97.77443978005864,99.25899864818378,1.222541189,4.289481674,10.53113402543773,3332,87683,2562086,0,7801565,15589121,16903524,17160179,211356,741578,1820652
Kazakhstan,2015,national,consumption,2017,2015,3,0.038270587,0.6695304208601099,17.21761539466125,0,49.50679892030141,91.72238416,98.25100462238832,99.39487857853696,1.032108551,3.703133826,10.04772682621695,6714,117454,3020453,0,8684882,16090680,17235983,17436651,181061,649634,1762653
Kazakhstan,2016,national,consumption,2017,2016,3,0.050528718,1.258807003,23.76524487230948,0,56.23534807957176,93.16707926,98.47379851430732,99.59605968142812,1.374709038,4.549986311,10.84177024074032,8991,223993,4228801,0,10006549,16578201,17522482,17722178,244616,809627,1929191
Kazakhstan,2017,national,consumption,2017,2017,3,0.041498997,0.7257496809505399,18.83222789,0,50.75080620696766,91.17587349190664,97.87375524,99.28653486048292,1.066032239,3.956244296,10.27604919208089,7485,130909,3396915,0,9154317,16446100,17654249,17909083,192289,713618,1853571
Kazakhstan,2018,national,consumption,2017,2018,3,0.015140791,0.476226359,14.287140015957489,0,46.37077284029687,89.07764402930695,97.07357691385198,98.96563605450352,1.1088975541892598,3.763738531,9.38345618,2767,87037,2611182,0,8474932,16280233,17741606,18087407,202667,687878,1714963
Kenya,1992,national,consumption,2017,1992,0,26.4451416,48.779541015624986,74.90956787109376,6.112294922,85.75944824,96.23788310203676,98.56713649530862,99.42524466,14.72873535,21.58771484,28.17819336,6697518,12353946,18971657,1548005,21719506,24373283,24963192,25180517,3730211,5467322,7136432
Kenya,1994,national,consumption,2017,1994,1,25.88055407274372,53.52287392745965,83.21879714725937,6.244288681,92.58471214116844,98.45752855186258,99.33087259567918,99.70783389762433,11.49209585180459,17.50640314748753,23.95937849,6974941,14424686,22427889,1682868,24952050,26534804,26770175,26871768,3097178,4718065,6457174
Kenya,1997,national,consumption,2017,1997,2,25.39386316890336,53.46512830226951,82.09270521378532,2.016328986,91.08519535927468,97.48995671,98.77324038,99.46523536039317,8.727930496,16.13103281710821,23.52719389780963,7469772,15727120,24148111,593116,26793311,28677314,29054801,29258355,2567378,4745050,6920679
Kenya,2005,national,consumption,2017,2005.38,3,36.673839214698326,64.39965858641791,87.38846783448516,8.307216493,93.68801696040428,98.57848866034936,99.29489555792748,99.63271012550886,10.13432281008068,16.84951148252767,23.91489331011621,13431756,23586309,32005936,3042509,34313140,36104270,36366653,36490377,3711685,6171116,8758805
Kenya,2015,national,consumption,2017,2015.67,3,29.365105854988077,59.57287152913244,85.72385900346833,4.000456758,93.69753572744212,98.93337226993292,99.69058239,99.83524296524509,7.597421866731461,13.95534808642548,21.83727715344464,14059525,28522501,41043160,1915352,44860824,47367655,47730195,47799456,3637519,6681589,10455326
Kiribati,2006,national,consumption,2017,2006,0,14.02715236860688,37.80241401714805,77.44116820014997,1.434719918,90.98349251167132,97.76908335988584,99.52492893454745,99.79163078762912,8.473367014,14.11405103476531,20.76806590494395,13233,35663,73059,1354,85835,92236,93893,94144,7994,13315,19593
Kiribati,2019,national,consumption,2017,2019.27,1,1.65736114,19.42143042197817,68.81754096503313,0,89.54781259290982,99.24429262,99.74130596442012,99.82437739244726,1.603902896,5.67051421,12.197524607691609,1949,22841,80935,0,105315,116719,117304,117401,1886,6669,14345
Kosovo,2003,national,consumption,2017,2003,0,2.397859519,21.75692542892384,67.69269734970104,0,87.77881125376271,99.37971568,99.96266678968688,99.99415203,2.272740888,6.681185625,13.8137744,40847,370622,1153122,0,1495282,1692900,1702830,1703366,38715,113812,235313
Kosovo,2005,national,consumption,2017,2005,0,4.209291920089029,22.43134153407578,67.12288464674239,0,84.54528606,98.46259896971304,99.98841899199118,100,4.209291920089029,9.388000501,16.24693118123782,71801,382629,1144969,0,1442157,1679555,1705582,1705780,71801,160139,277137
Kosovo,2006,national,consumption,2017,2006,0,4.075941867,22.31867218473212,68.12496343576503,0,86.89868950867184,98.51535366385876,100,100,4.001639916,8.555175993,15.10995883346425,70087,383778,1171433,0,1494254,1694007,1719536,1719536,68810,147109,259821
Kosovo,2009,national,consumption,2017,2009,0,3.4097537232772903,17.43788690109357,59.93113796,0,81.22458392567407,97.17033847108009,99.86005018,99.97895301663468,4.882208231835159,10.42053619007071,17.53391900536564,60062,307164,1055671,0,1430750,1711630,1759009,1761103,85999,183555,308855
Kosovo,2010,national,consumption,2017,2010,0,2.894364637,17.89623366319971,58.12507777948836,0,78.77732781574676,96.37482243,99.77307674372894,99.97284475,3.954278122,9.446218739,17.52103388774204,51395,317780,1032115,0,1398833,1711308,1771651,1775198,70215,167735,311117
Kosovo,2011,national,consumption,2017,2011,0,1.880268477,12.29350016884073,57.15255981571688,0,81.29858395679445,98.18829789466594,99.99553500965168,99.99553500965168,3.251913346,7.459539985,13.49990090028311,33676,220177,1023602,0,1456058,1758552,1790920,1790920,58242,133600,241783
Kosovo,2012,national,consumption,2017,2012,1,0.834930594,7.0264128266812405,42.37857261510655,0,72.18135762374817,97.17943282908324,99.34487095876716,99.73526916,3.640920922,7.927783763,14.69572445116493,15088,126975,765826,0,1304394,1756135,1795267,1802322,65795,143263,265567
Kosovo,2013,national,consumption,2017,2013,1,0.445217123,4.721472151,38.37615582553719,0.022911646,72.33224297727075,97.22120797,99.60113231,99.75128822990158,2.282818794,5.7446989128382695,11.35841316342488,8095,85842,697723,417,1315085,1767595,1810865,1813595,41504,104445,206509
Kosovo,2014,national,consumption,2017,2014,1,1.136909344,6.179669318,39.76391629289895,0.028363346,71.06477088477689,97.12156242371051,99.57438174560492,99.89770624966152,3.4781002651928503,8.23430452,14.37841816341772,20610,112023,720829,514,1288242,1760592,1805056,1810917,63050,149269,260648
Kosovo,2015,national,consumption,2017,2015,1,0.779773875,3.8252188231091098,35.70056660376132,0.050407774,67.34771905617616,96.69355486033533,99.57261700241402,99.90273230923287,2.598300234,5.890355142802091,11.87618195450727,13944,68402,638396,901,1204309,1729070,1780554,1786457,46463,105331,212369
Kosovo,2016,national,consumption,2017,2016,1,0.764696094,4.701030412,34.99305952884164,0.094827923,66.68077148,96.56288159013906,99.43391409476844,99.89464354173217,2.902914322,6.951299263,12.47595650152529,13593,83563,622022,1686,1185289,1716460,1767495,1775684,51601,123563,221767
Kosovo,2017,national,consumption,2017,2017,1,0.440241311,4.158341966,34.16226895048618,0.1635116073265899,68.46960047156517,95.34631749929152,98.70904327947568,99.53339005133884,2.49467109,6.703719277,12.28614617815249,7885,74476,611847,2928,1226293,1707655,1767882,1782646,44680,120064,220045
Kyrgyzstan,1998,national,income,2017,1998,0,28.42345722026383,51.45007284005189,80.23963681048332,7.535117257,90.82806459311756,97.84419269799916,99.14593248682452,99.62215169,14.96389469634444,21.29354490471681,27.91173088985103,1355515,2453654,3826628,359350,4331590,4666190,4728270,4750980,713628,1015489,1331110
Kyrgyzstan,2000,national,consumption,2017,2000,1,38.18244014361368,75.67804517227395,95.17490151595526,3.0234031604132303,98.96188446852328,100,100,100,2.901087613,6.759123842,14.00039066411908,1870329,3707013,4662047,148098,4847549,4898400,4898400,4898400,142107,331089,685795
Kyrgyzstan,2001,national,consumption,2017,2001,1,33.35690264567288,71.53940051792794,95.03218281793822,1.753928224,98.72459537188072,99.92421812862796,100,100,2.278560767,7.173732957369711,13.777945414509722,1649532,3537695,4699436,86734,4882030,4941353,4945100,4945100,112677,354748,681333
Kyrgyzstan,2002,national,consumption,2017,2002,1,31.14936255266888,69.68855246448744,94.59685140184558,1.924090619,98.41668486,100,100,100,2.741020982,7.470827591805571,14.19397772243522,1554571,3477947,4721045,96026,4911681,4990700,4990700,4990700,136796,372847,708379
Kyrgyzstan,2003,national,consumption,2017,2003,1,25.70317874903839,67.53531943195536,94.08108749754756,1.1156772167283602,98.35574017,100,100,100,1.911645216,5.654888137731881,12.02179547507117,1296288,3406009,4744791,56267,4960375,5043300,5043300,5043300,96410,285193,606295
Kyrgyzstan,2004,national,consumption,2017,2004,2,11.57546949096996,44.22837444576778,80.02836706719879,0.350803766,90.12705710826776,99.44768774,99.73093282457543,99.83603924909016,3.8548515308100897,8.178936876,16.89105256292067,590893,2257726,4085208,17907,4600716,5076506,5090965,5096330,196779,417510,862238
Kyrgyzstan,2005,national,consumption,2017,2005,2,13.574837116203131,49.70250948678771,84.69190955912701,0.36634614,94.58439905825404,99.43904728067936,99.81507791698272,99.95079583,2.463327979,7.110651679,14.63960683063692,700815,2565942,4372305,18913,4883014,5133640,5153053,5160060,127172,367095,755784
Kyrgyzstan,2006,national,consumption,2017,2006,2,8.371434202,36.99131535757137,72.88154081922849,0.190522266,87.46039606827475,97.95452003352692,99.24568161978816,99.55888269,3.6820720614972697,10.10830554162546,18.22441842292913,436855,1930355,3803250,9942,4564033,5111659,5179037,5195381,192145,527492,951023
Kyrgyzstan,2007,national,consumption,2017,2007,2,8.752659227500981,33.60964405478587,74.21088460176018,0.075080352,89.29179516419322,98.82694879421555,99.72550911,99.86191170099056,4.927732646,10.67540555210543,17.97772826776183,461125,1770690,3909726,3956,4704249,5206599,5253939,5261125,259613,562423,947139
Kyrgyzstan,2008,national,consumption,2017,2008,2,3.309288518,22.73978729,67.57912671372064,0.056688826,87.72853232716976,98.35127852055923,99.50510842,99.82949654462196,3.450632328,8.907640132,15.94234807505091,176011,1209461,3594331,3015,4666017,5231009,5292378,5309631,183529,473771,847926
Kyrgyzstan,2009,national,consumption,2017,2009,2,1.546930702,18.65248163622133,67.58045214532915,0.052897375,86.75362486998874,98.60574380741866,99.58187071724149,99.80942791198989,1.688785555,5.583130715,12.51213918,83276,1004119,3638058,2848,4670208,5308243,5360791,5373041,90912,300557,673566
Kyrgyzstan,2010,national,consumption,2017,2010,2,3.5214179898518703,21.37458347782468,70.51610721394327,0.7743438450778201,88.59404486,98.83333237437816,99.68539693634354,99.87871248489604,3.161592545,7.615954103,13.72995862029958,191843,1164466,3841647,42185,4826515,5384341,5430761,5441292,172240,414910,747994
Kyrgyzstan,2011,national,consumption,2017,2011,2,1.257770408,19.29961717955965,70.61539132311393,0.026686305,89.71094664787303,98.91535076104591,99.69856969295928,99.91230232003905,1.1597333789401298,4.821812766,11.69401887410596,69361,1064297,3894156,1472,4947200,5454786,5497977,5509764,63955,265904,644878
Kyrgyzstan,2012,national,consumption,2017,2012,2,2.629814716,19.99512891343368,73.26455466971164,0.2172511126387099,90.74222238893216,99.04964277377093,99.79056047512177,99.92951239444588,2.482169046,5.268331899,10.96411986859562,147459,1121167,4108090,12182,5088098,5553912,5595456,5603248,139180,295406,614780
Kyrgyzstan,2013,national,consumption,2017,2013,2,2.62000409,24.11255259769504,73.31612184,0.037624383,90.39787453551004,99.06335255,99.81564386882263,99.92625569018152,1.816617534,5.3411290413903005,12.29643223844845,149854,1379142,4193389,2152,5170397,5666028,5709056,5715382,103903,305491,703307
Kyrgyzstan,2014,national,consumption,2017,2014,2,1.048443573,17.60194769145054,70.81310040570011,0.035976333,90.32546815149642,99.13354070871996,99.76238708312025,99.88565917923752,0.960250414,3.407131336,9.614074642520473,61182,1027162,4132298,2099,5270943,5784938,5821634,5828828,56035,198823,561029
Kyrgyzstan,2015,national,consumption,2017,2015,2,2.1805963238895503,21.07988916364113,73.83235122416326,0.093152493,90.61187625370589,98.70561311395564,99.55166341767269,99.73885628427702,1.700956572,4.463112204,10.66876303831202,129896,1255708,4398119,5549,5397659,5879795,5930193,5941344,101324,265863,635528
Kyrgyzstan,2016,national,consumption,2017,2016,2,1.14351041,17.01551959084216,71.25146784187149,0.043694445,89.34558574014171,99.15784805875292,99.82733948986846,99.94910579368904,1.095909654,3.560384008,9.335272625,69520,1034459,4331733,2656,5431765,6028301,6069003,6076406,66626,216454,567538
Kyrgyzstan,2017,national,consumption,2017,2017,2,1.268574539,17.34450624413157,70.26255881027889,0.014606799,89.83153699276929,99.10385148268156,99.69602180416098,99.85349989100708,1.227352819,3.7856130295753694,9.741595669801969,78629,1075047,4355014,905,5567938,6142655,6179359,6189120,76074,234640,603804
Kyrgyzstan,2018,national,consumption,2017,2018,2,0.735891473,13.21502335370619,66.05498085666743,0.015506142,87.47031879,98.58647749003887,99.63291859692048,99.87344834096288,0.968474649,3.7874547439741097,9.67664573,46529,835559,4176524,980,5530573,6233426,6299590,6314798,61235,239473,611835
Kyrgyzstan,2019,national,consumption,2017,2019,2,0.659063668,11.68072517930965,63.74246814424554,0.115675303,86.39897280869036,97.92039984572808,99.11286872252607,99.45772087457836,1.248095111,3.843511338,9.723364102,42550,754131,4115341,7468,5578090,6321937,6398925,6421189,80580,248145,627760
Kyrgyzstan,2020,national,consumption,2017,2020,2,1.330973602,18.714238698300186,67.59096186925846,0.022382374,88.16839188711073,98.67882781767555,99.66022490230344,99.84672715247412,1.413654172,4.971117917,12.28807692953195,87732,1233568,4455326,1475,5811708,6504514,6569203,6581497,93182,327676,809981
Laos,1992,national,consumption,2017,1992.2,0,23.70080339654888,62.48734314251684,90.14634160649588,1.057494688,95.78582586420124,99.56566216608311,99.83684230431544,99.93107367,2.606326441,6.875190976594101,13.77169113515234,1066618,2812147,4056897,47591,4310694,4480799,4493003,4497244,117294,309407,619774
Laos,1997,national,consumption,2017,1997.2,0,43.19544386,78.68919297653795,94.64513222362056,3.827483509,97.91162657970143,99.60951759422868,99.85073323480384,99.97010464588394,2.806826951,7.351642545,14.35815819,2181503,3974047,4779871,193300,4944839,5030587,5042770,5048798,141753,371281,725131
Laos,2002,national,consumption,2017,2002.25,0,25.36988174,65.33673597352407,91.88882748689934,0.7974663840961901,97.05866584,99.51485315067032,99.89512995387904,99.92461301211532,1.953960778,6.4753166237321205,13.64188572615129,1393630,3589108,5047680,43807,5331672,5466597,5487486,5489106,107336,355705,749382
Laos,2007,national,consumption,2017,2007.23,0,19.54654011991936,58.47346979243433,88.28030679408262,0.960584785,95.02727696055884,99.12860657637594,99.74211839,99.89735569896706,2.9269819625458897,7.35145164,14.402446451717598,1162032,3476219,5248220,57106,5649324,5893146,5929619,5938848,174008,437040,856218
Laos,2012,national,consumption,2017,2012.25,1,10.89104423435207,40.49476500028307,78.79207454762873,0.184218955,90.51390233415096,98.35124702336748,99.48550667072745,99.81058156,3.964208633,9.662565501,16.92670739499494,701876,2609696,5077777,11872,5833193,6338273,6411370,6432320,255474,622707,1090846
Laos,2018,national,consumption,2017,2018.42,1,7.138362829,32.46647646308995,70.51424229616072,0.157970122,85.75317640471161,96.79186080440428,98.90346279401643,99.45004049,3.917986883,10.27839019888599,18.433045530162488,504075,2292620,4979362,11155,6055459,6834955,6984066,7022663,276669,725808,1301649
Latin America and the Caribbean,1990,,,2017,,,16.71940071637637,31.30885756911348,55.38753434427316,5.754454716,69.51885405049492,87.68073165592182,93.48643191003455,96.13261618997956,,,,73159629,136999193,242361048,25179956,304195926,383667449,409071642,420650637,,,
Latin America and the Caribbean,1991,,,2017,,,15.75502057716464,30.19231409518635,54.65218335675048,5.489148183,69.29003124644356,87.83207223089657,93.72199923659583,96.29456133535012,,,,70212050,134551666,243556764,24462319,308790148,391422519,417670904,429135494,,,
Latin America and the Caribbean,1992,,,2017,,,15.84686283745535,30.40539273,55.23863230575019,5.671014383,69.91055523590698,88.27869253311434,94.08654529491506,96.61677587022588,,,,71894971,137944957,250609845,25728588,317174280,400507915,426857320,438336618,,,
Latin America and the Caribbean,1993,,,2017,,,15.620658890047078,30.45331021152795,55.22313283572854,5.56055479,69.42108990121562,87.37851343,93.22156039941947,95.86656963301878,,,,72117970,140597840,254955968,25672151,320505561,403411982,430388353,442599918,,,
Latin America and the Caribbean,1994,,,2017,,,14.422590048069289,28.60865061093295,53.01027588741369,5.084926021257131,67.75105388,86.53698917632225,92.67984453210433,95.38526671,,,,67734862,134358877,248959703,23881062,318188916,406415977,435265543,447971402,,,
Latin America and the Caribbean,1995,,,2017,,,14.44297293382332,28.94246982518944,53.32964027299002,4.946925344,67.78968197005084,86.56211470060714,92.57543222,95.24392391347656,,,,68975115,138220170,254685658,23624966,323742287,413393546,442111267,454855147,,,
Latin America and the Caribbean,1996,,,2017,,,16.19090023398719,30.660862020376413,54.49791185679653,5.983730275,68.35156980348972,86.69092060957975,92.69818593,95.36957586217648,,,,78599890,148845361,264564035,29048449,331817614,420847312,450010014,462978469,,,
Latin America and the Caribbean,1997,,,2017,,,15.34952875774751,29.23745697,53.07506666792988,5.5636136066295405,67.2151849,86.10928809188995,92.38309001,95.23904639,,,,75719010,144227965,261818559,27445228,331571563,424775909,455724486,469812879,,,
Latin America and the Caribbean,1998,,,2017,,,14.51955624819232,28.11102456369611,52.02415149800935,5.110862891247621,66.46585093933581,85.70651147297804,92.18017435,95.11595611438234,,,,72752688,140855034,260675794,25608841,333038367,429446945,461884325,476594556,,,
Latin America and the Caribbean,1999,,,2017,,,14.66628834037969,28.55555354740788,52.81797136276352,5.124326108,67.53737016981349,86.29303874060825,92.45819896646678,95.28378913138296,,,,74610652,145268415,268696700,26068580,343577537,438991770,470355303,484729705,,,
Latin America and the Caribbean,2000,,,2017,,,13.526497648836669,26.72058111590742,50.59031948,4.76553329,65.53531015677339,85.53410620596821,91.88308007,94.89558658022032,,,,69829625,137943185,261169087,24601742,338321586,441564012,474340158,489892019,,,
